Date/Hour,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,__/th>,__th>,__/th>
20241019,100.85,92.95,92.56,85.47,85.64,92.7,158.07,93.02,101.26,110.96,112.04,112.03,110.89,101.75,101.35,101.36,101.36,101.99,139.29,139.29,102.23,99.11,93.02,93.02,158.07,85.47,105.7
20241020,92.73,92.73,92.07,77.76,79.4,92.21,92.73,92.66,92.73,92.73,92.73,92.52,87.04,92.66,101.22,101.34,109.09,108.58,109.15,109.15,101.7,101.75,100.72,100.72,109.15,77.76,96.72
20241021,94.05,85.16,83.75,85.16,85.16,89.61,105.58,105.7,139.32,157.11,157.18,156.18,156.18,156.18,156.18,156.18,157.18,156.53,157.18,158.38,157.18,105.63,157.56,155.51,158.38,83.75,135.53
20241022,154.85,151.67,92.4,151.03,150.12,105.75,152.04,106.94,156.61,155.91,159.1,156.76,151.37,151.16,151.33,155.52,155.95,157.25,156.68,156.68,152.54,106.92,150.97,121.78,159.1,92.4,145.36
20241023,219.19,209.55,0,0,0,0,205.18,205.91,200.4,0,0,-48,0,0,0,206.85,134.74,139.6,153.64,134.75,133.2,106.56,214.43,155.28,219.19,-48,101.64
20241024,92.57,204.7,0,0,0,155.08,102.6,102.82,215.18,206.99,-48,-78.74,-78.74,-78.74,132.92,0,0,155.86,156.03,155.05,155.95,121.01,155.78,100.62,215.18,-78.74,86.36
20241025,152.17,92.23,92.23,92.1,92.23,92.43,101.06,101.28,138.32,139.24,216.99,133.16,0,209.55,213.08,206.86,152.32,155.17,155.03,154.78,155.92,155.03,101.02,155.92,216.99,0,138.6
20241026,93.31,92.62,154.96,77.5,77.5,77.69,154.48,155.12,155.34,155.46,111.88,133.33,104.17,102.59,101.05,154.87,154.19,102.86,106.82,159.43,158.92,158.51,157.75,153.52,159.43,77.5,128.11
20241027,85.46,76.89,76.21,76.21,76.21,76.21,77.04,94.15,94.15,153.61,103.58,117.34,133.35,103.31,101.01,101.07,153.46,155.05,155.81,154.93,154.13,94.15,155.69,153.56,155.81,76.21,115.53
20241028,75.66,75.64,152.03,75.64,76.87,75.64,151.7,132.89,139.32,153.31,152.49,152.07,137.6,152.01,151.53,139.32,152.08,157.77,157.54,156.83,156.65,156.65,116.6,153.59,157.77,75.64,135.87
20241029,152.1,105,152.73,91,92,105,152.72,106,152.51,151.81,151.67,158.52,155.47,155.84,156.62,155.84,155.72,156.88,138,133,133,106,99,99,158.52,91,135.3
20241030,101.81,76.9,77.3,78.08,99.38,87.14,100.42,109.13,139.31,117.02,116.97,109.93,100.4,100.58,110.68,109.06,116.86,117.02,117.12,116.32,117.33,100.89,116.03,111.96,139.31,76.9,107.17
20241031,100.68,92.24,91.76,91.77,92.21,99.85,100.65,105.16,139.28,139.33,140.45,133.11,104.87,128.34,147.98,152.55,139.33,135.29,135.3,135.3,130.87,132.91,105.14,105.14,152.55,91.76,121.81
20241101,112.58,103.44,102.83,91.75,101.85,103.45,106.6,131.3,151.13,150.53,145.71,135.22,116.31,113.82,114.22,113,131.17,131.26,131.26,107.08,103.42,103.42,103.42,103.42,151.13,91.75,118.06
20241102,104.31,103.05,102.64,87.43,102.83,103.18,103.81,104.3,107.25,107.89,116.19,148.12,107.6,107.6,107.52,107.68,107.3,107.95,108.08,108.14,108.2,106.76,106.85,104.76,148.12,87.43,107.92
20241103,106.63,92.24,87.58,87.11,87.42,92.45,92.45,92.7,104.63,104.63,104.63,104,0,87.3,104.57,104.57,108.6,109.96,109.97,109.97,109.58,108.46,108.85,105.6,109.97,0,97.53
20241104,103.98,87.53,87.42,86.95,87.27,102.49,104.14,115.78,131.3,149.56,137.97,134.96,116.58,116.58,131.3,131.4,131.35,127.26,127.32,116.78,116.73,106.73,106.56,104.12,149.56,86.95,116.5
20241105,103.72,92.74,87.46,87.49,0,0,104.21,106.62,117.37,136.94,136.94,0,0,0,0,136.87,136.13,131.98,132.17,127.56,127.62,107.46,105.14,104.95,136.94,0,90.29
20241106,103.68,87.6,87.6,87.42,87.56,92.08,115.73,116.58,131.58,0,0,-39.64,-79.28,-79.28,0,0,117.26,127.56,117.52,117.52,117.53,113.81,113.61,109.09,131.58,-79.28,72.31
20241107,103.65,89.39,89.39,89.48,89.48,102.16,114.48,107.74,117.84,136.21,126.43,136.87,116.13,116.84,116.84,116.84,151.02,153.68,117.44,126.95,114.94,107.66,111.71,104.64,153.68,89.39,116.15
20241108,110.09,89.57,89.57,89.57,89.57,102.17,111.71,114.22,117.51,131.58,137.88,132.64,132.64,137.9,148.44,149.56,137.92,132.65,117.17,117.17,116.73,107.15,117.44,106.94,149.56,89.57,119.35
20241109,113.22,88.17,87.58,80.28,80.28,87.55,88.34,93.07,93.07,105.86,105.84,105.61,105.82,105.81,104.82,105.64,105.25,105.73,105.85,105.86,104.28,92.08,92.29,92.29,113.22,80.28,98.71
20241110,98.1,78.4,78.4,78.4,78.4,78.4,80.24,90.77,90.68,92.45,92.24,114.99,92,114.27,92,114.6,114.99,114.99,214.27,114.99,114.99,114.94,92.24,92.45,214.27,78.4,103.24
